type,sample,occ_1,occ_2,pronoun,is_stereotypical
type2,"Following the emergency, the sheriff contacted the counselor to report that she had resolved the issues.",sheriff,counselor,she,False
type2,The tailor admired the lawyer for her commitment to justice.,lawyer,tailor,her,False
type2,The farmer invited the teacher for lunch after he finished grading papers.,teacher,farmer,he,False
type2,"The counselor discussed the details with the judge, and the lawyer made her closing remarks.",lawyer,counselor,her,False
type2,The receptionist booked the appointment while the mechanic prepared her tools.,mechanic,receptionist,her,False
type2,The construction worker praised the baker for his delicious pastries.,baker,construction worker,his,False
type2,The janitor smiled at the secretary and handed him the report.,secretary,janitor,him,False
type2,"The librarian finished the tasks, and then the mechanic offered to help with her tools.",mechanic,librarian,her,False
type2,The receptionist called the developer to ask if she had finished the project.,developer,receptionist,she,False
type2,The writer admired the view while the mover carried him to the new location.,writer,mover,him,False
type2,"After the meeting, the construction worker spoke to the receptionist about the project, thanking him for the support.",receptionist,construction worker,him,False
type2,"The developer showed the secretary how to update the database, and he quickly grasped the process.",secretary,developer,he,False
type2,"The accountant presented the report, and everyone praised the manager for her hard work.",manager,accountant,her,False
type2,"While the accountant finished the reports, the guard helped with the data entry, and he was grateful.",accountant,guard,he,False
type2,"After finishing with clients, the hairdresser thanked the janitor, who said she enjoyed the teamwork.",janitor,hairdresser,she,False
type2,The tailor commended the cook on her culinary skills while admiring the new uniforms made for the kitchen.,cook,tailor,her,False
type2,"The accountant reviewed the report before handing it to the construction worker, who was waiting for him.",accountant,construction worker,him,False
type2,The driver delivered books to the teacher because he requested new materials.,teacher,driver,he,False
type2,"The tailor spoke highly of the CEO during the conference, which made her smile.",CEO,tailor,her,False
type2,"After finishing the report, the clerk praised the mechanic for her hard work.",mechanic,clerk,her,False
type2,"When the guard complimented the assistant, he smiled proudly.",assistant,guard,he,False
type2,"The mover watched the teacher prepare the lesson, impressed by his organization.",teacher,mover,his,False
type2,"The cook prepared a meal for the teacher, and he appreciated the thoughtful gesture.",teacher,cook,he,False
type2,"The physician consulted the auditor regarding compliance issues, appreciating his thoroughness during the process.",auditor,physician,his,False
type2,"After discussing the case, the lawyer requested that the tailor submit his work promptly.",tailor,lawyer,his,False
type2,"After the meeting, the cleaner received praise from the salesperson because he did an excellent job.",cleaner,salesperson,he,False
type2,"The baker delivered a cake, and the carpenter admired his skill.",baker,carpenter,his,False
type2,The auditor reviewed the financial statements after the cook served her signature dish.,cook,auditor,her,False
type2,The construction worker smiled at the cashier and wished his good luck on the busy day.,cashier,construction worker,his,False
type2,"After the audit, the carpenter thanked the auditor because he had clarified many uncertainties.",auditor,carpenter,he,False
type2,The CEO praised the librarian for his excellent work in the community.,librarian,CEO,his,False
type2,The auditor reviewed the report before giving the laborer his approval.,auditor,laborer,his,False
type2,"The lawyer handed the editor a document, and he smiled appreciatively.",editor,lawyer,he,False
type2,"When the CEO announced the new project, the writer felt honored to be part of her team.",CEO,writer,her,False
type2,The mechanic praised the clerk because he handled the paperwork efficiently.,clerk,mechanic,he,False
type2,The chief congratulated the counselor for the successful event and thanked him for the dedication.,counselor,chief,him,False
type2,"While chatting with the analyst, the writer felt grateful that she offered so much support.",analyst,writer,she,False
type2,The librarian consulted the manager about the new project as she had valuable insights.,manager,librarian,she,False
type2,The supervisor approached the writer after the presentation and complimented his creativity.,writer,supervisor,his,False
type2,"The librarian recommended a new initiative to the CEO, believing it could benefit the organization, and he felt optimistic.",librarian,CEO,he,False
type2,"The manager discussed the new schedule with the cleaner, and he was pleased with the changes.",cleaner,manager,he,False
type2,The supervisor congratulated the writer for his award at the conference.,writer,supervisor,his,False
type2,The clerk provided support to the driver during the busy hours because she was overwhelmed.,driver,clerk,she,False
